name,lat,long,region,address 1,address 2,address 3,county
Paddy The Farmers,51.8927315,-8.4657222,Ireland,15 OLD BLACKROCK ROAD/SOUTHERN ROAD,CORK,,CO. CORK
Clancy's Bar,52.1437703,-8.2767229,Ireland,38 OLIVER PLUNKETT HILL,FERMOY,,CO. CORK
Clancy's Bar,52.1437703,-8.2767229,Ireland,"CORTOBER, BOYLE",(CARRICK-ON-SHANNON),,CO. ROSCOMMON
Allen's Bar,51.773023,-8.4960524,Ireland,RIVERSTICK,,,CO. CORK
Allen's Bar,51.773023,-8.4960524,Ireland,ERRILL,PORTLAOISE,,CO. LAOIS
The Glocca Maura Inn,52.269142,-8.270698,Ireland,CAHERDRINNA,MITCHELSTOWN,,CO. CORK
Rochespoint,51.79531,-8.2507799,Ireland,CAHERDRINNEY,KILWORTH,,CO. CORK
Clifford's,51.9117611,-8.0543103,Ireland,CASTLEMARTYR,,,CO. CORK
The Stables,51.7455142,-8.7346659,Ireland,OLIVER PLUNKETT STREET,BANDON,,CO. CORK
Kelly's Bar,51.8499759,-8.2955333,Ireland,CHURCH STREET,LEIGHLINBRIDGE,,CO. CARLOW
Kelly's Bar,51.8499759,-8.2955333,Ireland,KILROSS,BALLYGAWLEY,,CO. SLIGO
The Blue Loo,51.7502227,-9.5523827,Ireland,CAPPYAUGHNA,GLENGARRIFF,,CO. CORK
Kilmichael Bar,51.8579758,-9.0223363,Ireland,36 OLIVER PLUNKETT STREET,BANDON,,CO. CORK
The Gallows,51.8926277,-8.4813385,Ireland,160 BANDON ROAD,CORK,,CO. CORK
The Clubhouse,51.68172,-9.04607,Ireland,LISBEALAD,DUNMANWAY,,CO. CORK
The Stirrup Bar,51.9373929,-8.4514274,Ireland,LISNAHORNA,WHITE'S CROSS,,CO. CORK
Fitzpatrick's Bar,51.5806085,-9.7043771,Ireland,ARDRAHILL,KILCROHANE,DURRUS,CO. CORK
The Alley Bar,52.1753383,-8.9038476,Ireland,STRAND STREET,KANTURK,,CO. CORK
The Sandpit House,52.1262027,-8.9883984,Ireland,DROMAGH,MALLOW,,CO. CORK
Carrigmill,51.9048039,-8.9588478,Ireland,CARRIGANIMA,MACROOM,,CO. CORK
The Tower Bar,51.8630423,-8.1208937,Ireland,44 GERALD GRIFFIN STREET,CORK,,CO. CORK
The Tower Bar,51.8630423,-8.1208937,Ireland,FERMANAGH STREET,CLONES,,CO. MONAGHAN
Scannells,51.6219567,-8.8887955,Ireland,5-6 CONNOLLY STREET,CLONAKILTY,,CO. CORK
The Horse Shoe Inn,51.8849903,-8.4671981,Ireland,BALLINDRAIT,LIFFORD,,CO. DONEGAL
The Horse Shoe Inn,51.8849903,-8.4671981,Ireland,MARKET SQUARE,ABBEYLEIX,,CO. LAOIS
The Crookhaven Inn,51.468805,-9.7250535,Ireland,CROOKHAVEN,SKIBBEREEN,,CO. CORK
The Castle Tavern,51.9284923,-8.3894172,Ireland,RIVERSTOWN,GLANMIRE,,CO. CORK
The High Chapperal Bar,51.8634697,-8.2532598,Ireland,BALLYMORE,COBH,,CO. CORK
The Rising Tide,51.9105311,-8.3363944,Ireland,GLOUNTHANE,,,CO. CORK
The Rising Tide,51.9105311,-8.3363944,Ireland,INVER,,,CO. DONEGAL
The Oldcourt Inn,51.5508418,-9.2707819,Ireland,OLDCOURT,SKIBBEREEN,,CO. CORK
Eugene's Bar,51.9030293,-8.4781212,Ireland,33 SHANDON STREET,CORK,,CO. CORK
The Olde Fiddle Pub,52.1352377,-8.6407024,Ireland,SPA SQUARE,MALLOW,,CO. CORK
Central Bar,52.2652252,-8.2700354,Ireland,63 AND 64 UPPER CORK STREET,MITCHELSTOWN,,CO. CORK
Central Bar,52.2652252,-8.2700354,Ireland,MAIN STREET,LIFFORD,,CO. DONEGAL
Central Bar,52.2652252,-8.2700354,Ireland,58 UPPER MAIN STREET,LETTERKENNY,,CO. DONEGAL
Central Bar,52.2652252,-8.2700354,Ireland,DAVIS STREET,ATHENRY,,CO. GALWAY
Central Bar,52.2652252,-8.2700354,Ireland,MAIN STREET,ELPHIN,,CO. ROSCOMMON
The Winery,51.622987,-8.887687,Ireland,TARA HOUSE,TRIMGATE STREET,NAVAN,CO. MEATH
The Red Store,51.9560683,-7.8505401,Ireland,150-151 NORTH MAIN STREET,YOUGHAL,,CO. CORK
The Oval Bar,51.8967206,-8.4766944,Ireland,25 SOUTH MAIN STREET,CORK,,CO. CORK
Mutton Lane Inn,51.8980827,-8.4739901,Ireland,1 MUTTON LANE,CORK,,CO. CORK
Sin E,51.901699,-8.47109,Ireland,8 COBURG STREET,CORK,,CO. CORK
The Corner House,51.9016343,-8.4708519,Ireland,7 COBURG STREET,CORK,,CO. CORK
The Corner House,51.9016343,-8.4708519,Ireland,SHANBALLYMORE,MALLOW,,CO. CORK
The Corner House,51.9016343,-8.4708519,Ireland,MAIN STREET,CARRIGALINE,CORK,CO. CORK
The Corner House,51.9016343,-8.4708519,Ireland,MAIN STREET,ARDARA,,CO. DONEGAL
The Corner House,51.9016343,-8.4708519,Ireland,"SHRONEDARRAGH, BARRADUFF",HEADFORD,KILLARNEY,CO. KERRY
The Corner House,51.9016343,-8.4708519,Ireland,PATRICK STREET,BALLYRAGGET,,CO. KILKENNY
The Corner House,51.9016343,-8.4708519,Ireland,THE SQUARE,RATHDOWNEY,,CO. LAOIS
The Corner House,51.9016343,-8.4708519,Ireland,THE SQUARE,DROMCOLLOGHER,,CO. LIMERICK
The Corner House,51.9016343,-8.4708519,Ireland,CARTER SQUARE,BELMULLET,,CO. MAYO
The Corner House,51.9016343,-8.4708519,Ireland,BRIDGE STREET,KILKELLY,,CO. MAYO
The Corner House,51.9016343,-8.4708519,Ireland,BALLYGAR,ROSCOMMON,,CO. ROSCOMMON
The Corner House,51.9016343,-8.4708519,Ireland,RIVERSTOWN,,,CO. SLIGO
The Corner House,51.9016343,-8.4708519,Ireland,O'CONNELL STREET,BALLYMOTE,,CO. SLIGO
The Corner House,51.9016343,-8.4708519,Ireland,MAIN STREET,CLOUGHJORDAN,,CO. TIPPERARY
The Corner House,51.9016343,-8.4708519,Ireland,DRANGAN,,,CO. TIPPERARY
Liberty Bar,51.8983497,-8.4772449,Ireland,92/93 SOUTH MAIN STREET,CORK,,CO. CORK
Mary Anns Bar,51.528295,-9.1748961,Ireland,CASTLETOWNSHEND,SKIBBEREEN,,CO. CORK
Sullivans Bar,51.876126,-8.439698,Ireland,SULLIVANS BAR,MAIN STREET,RATHKEALE,CO. LIMERICK
Lobster Pot Bar,51.4952298,-9.7113237,Ireland,GOLEEN,SKIBBEREEN,,CO. CORK
An Bodhran,51.8975907,-8.4720103,Ireland,KING STREET,MITCHELSTOWN,,CO. CORK
An Bodhran,51.8975907,-8.4720103,Ireland,"42, OLIVER PLUNKETT STREET",CORK,,CO. CORK
The Brook Inn,51.9384181,-8.3988976,Ireland,SALLYBROOK,KNOCKHORGAN,GLANMIRE,CO. CORK
Flannery's Bar,51.8855216,-8.4998852,Ireland,GLASHEEN ROAD,CORK,,CO. CORK
Flannery's Bar,51.8855216,-8.4998852,Ireland,"19A AND 20 CATHERINE STREET, AND 13A AND 13B CECIL STREET",LIMERICK,,CO. LIMERICK
Phoenix Bar,51.8969774,-8.4667643,Ireland,3 UNION QUAY,CORK,,CO. CORK
Inn By The Harbour,51.8268841,-8.0021129,Ireland,THE PIER,BALLYCOTTON,,CO. CORK
Fordes Bar,51.8953517,-8.4759359,Ireland,2 BARRACK STREET,CORK,,CO. CORK
The Glenanaar Bar,52.2168578,-8.5852517,Ireland,MAIN STREET,DONERAILE,,CO. CORK
The Fishermans Rest,52.0928826,-8.1095394,Ireland,CONNA,TALLOW,,CO. CORK
The Bridge Inn,51.9108518,-8.4744031,Ireland,MOUNTNUGENT,KILBRIDE,,CO. CAVAN
The Bridge Inn,51.9108518,-8.4744031,Ireland,GURTEENROE STREET,MACROOM,,CO. CORK
The Bridge Inn,51.9108518,-8.4744031,Ireland,MAIN STREET,NEWPORT,,CO. MAYO
Mccarthy's Bar,51.5504599,-9.2711809,Ireland,MAIN STREET,DRIMOLEAGUE,,CO. CORK
The Klm Bar,51.9027782,-8.4515683,Ireland,141 LOWER GLANMIRE ROAD,CORK,,CO. CORK
Hibernian Bar,51.9048039,-8.9588478,Ireland,BALLYMAKEERA,MACROOM,,CO. CORK
Jimmy Od's,52.1372719,-8.2812256,Ireland,CLONDULANE,FERMOY,,CO. CORK
Pigalle,51.8935743,-8.4783414,Ireland,111 BARRACK STREET,CORK,,CO. CORK
The Ensign Bar,51.8497544,-8.3315326,Ireland,6 AND 7 DE VESCI PLACE,MONKSTOWN,,CO. CORK
The Diamond Bar,51.821707,-8.855573,Ireland,GLENAROGUE EAST,BEAL NA BLATH,CROOKSTOWN,CO. CORK
The Diamond Bar,51.821707,-8.855573,Ireland,MAIN STREET,PETTIGO,,CO. DONEGAL
The Diamond Bar,51.821707,-8.855573,Ireland,RAPHOE,,,CO. DONEGAL
The Diamond Bar,51.821707,-8.855573,Ireland,TULLAGHAN,,,CO. LEITRIM
Tarrants,51.8505416,-8.2949623,Ireland,11 CASEMENT SQUARE,COBH,,CO. CORK
The Abbey Bar,51.6437802,-8.7650858,Ireland,RAILWAY ROAD,CAVAN,,CO. CAVAN
The Abbey Bar,51.6437802,-8.7650858,Ireland,ABBEY STREET,TIMOLEAGUE,,CO. CORK
The Abbey Bar,51.6437802,-8.7650858,Ireland,OLD STREET OR ABBEY STREET,PORTUMNA,,CO. GALWAY
The Abbey Bar,51.6437802,-8.7650858,Ireland,FENAGH,,,CO. LEITRIM
The Constellation Bar,51.9057066,-8.4741476,Ireland,"40, WATERCOURSE ROAD",CORK,,CO. CORK
The Crossbarry Inn,51.759689,-8.648072,Ireland,CROSSBARRY,UPTON,,CO. CORK
Horse And Hound,51.5484181,-9.2677941,Ireland,5 TOWNSHEND STREET,SKIBBEREEN,,CO. CORK
Horse And Hound,51.5484181,-9.2677941,Ireland,MULGRAVE STREET/CATHEDRAL PLACE,LIMERICK,,CO. LIMERICK
Horse And Hound,51.5484181,-9.2677941,Ireland,FUSSOUGH,DUALLA,CASHEL,CO. TIPPERARY
Horse And Hound,51.5484181,-9.2677941,Ireland,44 - 46 BROOKWOOD RISE,HARMONSTOWN,ARTANE,DUBLIN CITY
Finn's Tavern,51.8915305,-7.9375686,Ireland,BALLYMACODA,,,CO. CORK
Josie's,51.9835614,-8.7129872,Ireland,FORNAUGHT,DONOUGHMORE,,CO. CORK
The Southern Bar,51.7202247,-9.1130306,Ireland,EAST GREEN,DUNMANWAY,,CO. CORK
Lucey's Bar,51.6797824,-9.4512818,Ireland,KNOCKNAGREE,FARRANKEAL,,CO. CORK
The Grange Tavern,51.6042699,-8.784637,Ireland,"GRANGE, LISLEVANE",BUTLERSTOWN,BANDON,CO. CORK
The Gerald Griffin,51.9061436,-8.475573,Ireland,1 GERALD GRIFFIN STREET,CORK,,CO. CORK
Hayes Bar,51.565303,-9.118059,Ireland,GLANDORE,SKIBBEREEN,,CO. CORK
Hayes Bar,51.565303,-9.118059,Ireland,MAIN STREET,CAPPAMORE,,CO. LIMERICK
Hayes Bar,51.565303,-9.118059,Ireland,PUCKANE,NENAGH,,CO. TIPPERARY
Mansworth Ext 1895,51.8530557,-8.2951196,Ireland,4 MIDLETON STREET,COBH,,CO. CORK
Gg's Gin Bar,51.6232109,-8.888299,Ireland,53 MCCURTAIN HILL,CLONAKILTY,,CO. CORK
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 3 DOWNES AND HOWARD,CORNMARKET STREET,ENNIS,CO. CLARE
Fine Wines,51.8973805,-8.4812286,Ireland,22 WASHINGTON STREET,CORK,,CO. CORK
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT NUMBER 1,BLOCK E2,BLACKPOOL RETAIL PARK,CO. CORK
Fine Wines,51.8973805,-8.4812286,Ireland,"UNIT 1, MANOR WEST SHOPPING CENTRE",TRALEE,,CO. KERRY
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 1 MANOR WEST SHOPPING CENTRE,MANORWEST,TRALEE,CO. KERRY
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 1 QUALITY HOTEL CENTRE,ROXBORO,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,COSGRAVES GARAGE,DUBLIN ROAD,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 9,DELTA RETAIL PARK,BALLYSIMON,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,"3 THE HURLERS, DUBLIN ROAD",CASTLETROY,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 5 AMBASSADOR SHOPPING CENTRE,DOORADOYLE,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,39 PARNELL / 34 DAVIS STREET,LIMERICK,,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,HIGH ROAD,THOMONDGATE,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,UNIT 2 THE CORBALLY CENTRE,CORBALLY ROAD,LIMERICK,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,"41A, 42 ROCHES STREET & 14 CATHERINE STREET",LIMERICK,,CO. LIMERICK
Fine Wines,51.8973805,-8.4812286,Ireland,514 SOUTH CIRCULAR ROAD,,,DUBLIN CITY
Fine Wines,51.8973805,-8.4812286,Ireland,"RETAIL UNIT 2, BLOCK 3 BURNELL SQUARE",NORTHERN CROSS,MALAHIDE,DUBLIN CITY
The Pine Lodge,51.7829961,-8.3003542,Ireland,MYRTLEVILLE,,,CO. CORK
Bunnyconnellan Hotel,51.7808059,-8.2936447,Ireland,MYRTLEVILLE,,,CO. CORK
The Point Bar,51.9576758,-7.8525346,Ireland,2 TALLOW STREET,YOUGHAL,,CO. CORK
The White House,51.7065309,-8.5233554,Ireland,"2, PEARSE STREET",KINSALE,,CO. CORK
The White House,51.7065309,-8.5233554,Ireland,52 O'CONNELL STREET,LIMERICK,,CO. LIMERICK
The White House,51.7065309,-8.5233554,Ireland,CASTLE STREET,ROSCREA,,CO. TIPPERARY
The White House,51.7065309,-8.5233554,Ireland,MAIN STREET,BALDOYLE,,DUBLIN CITY
O'keefe's Supervalu,51.6814238,-9.4581765,Ireland,NEW STREET,BANTRY,,CO. CORK
Sextant Bar,51.8980272,-8.4630167,Ireland,4A ALBERT QUAY,CORK,,CO. CORK
Bar Bk2 And Bucknuti,51.9302866,-8.3949162,Ireland,CRESTFIELD CENTRE,GLANMIRE,,CO. CORK
The Pav,51.898526,-8.473647,Ireland,8-11 CAREYS LANE,CORK,,CO. CORK
The Hawthorn Bar,51.8861154,-8.4887909,Ireland,HARTLANDS AVENUE,THE LOUGH,CORK,CO. CORK
Berehaven Bar,51.9109158,-8.4735388,Ireland,45 THOMAS DAVIS STREET,BLACKPOOL,,CO. CORK
The Oyster Tavern,51.8980682,-8.4744525,Ireland,4 MARKET LANE,PATRICK STREET,,CO. CORK
The Oyster Tavern,51.8980682,-8.4744525,Ireland,SPA,TRALEE,,CO. KERRY
Cavanagh's Bar,51.8982083,-8.4779216,Ireland,7-8 LIBERTY STREET,CORK CITY,,CO. CORK
The Henry Ford Tavern,51.6702351,-8.8570692,Ireland,MADAME,BALLINASCARTHY,CLONAKILTY,CO. CORK
Healy's Pub,52.9806358,-6.0427983,Ireland,CURRARAIGUE,RATHCOOLE,MALLOW,CO. CORK
The Rest Bar,51.9127574,-8.570591,Ireland,BALLYCANNON,KERRYPIKE,CLOGHEEN,CO. CORK
The Railway Bar,51.7901252,-8.6591811,Ireland,DIAMOND,BELTURBET,,CO. CAVAN
The Railway Bar,51.7901252,-8.6591811,Ireland,DUNKEREEN,UPTON,,CO. CORK
The Railway Bar,51.7901252,-8.6591811,Ireland,RAILWAY ROAD,BUNDORAN,,CO. DONEGAL
The Railway Bar,51.7901252,-8.6591811,Ireland,MAIN STREET,BALLYBUNION,,CO. KERRY
The Railway Bar,51.7901252,-8.6591811,Ireland,EYRE STREET,NEWBRIDGE,,CO. KILDARE
The Railway Bar,51.7901252,-8.6591811,Ireland,COOLDETERRY,"RAILWAY ROAD, PORTARLINGTON",,CO. LAOIS
The Railway Bar,51.7901252,-8.6591811,Ireland,MAIN STREET,BRUREE,,CO. LIMERICK
The Railway Bar,51.7901252,-8.6591811,Ireland,"KNOCKBRACK, ABBEYFEALE, CO LIMERICK",ABBEYFEALE,,CO. LIMERICK
The Railway Bar,51.7901252,-8.6591811,Ireland,EARL STREET,LONGFORD,,CO. LONGFORD
The Railway Bar,51.7901252,-8.6591811,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
The Railway Bar,51.7901252,-8.6591811,Ireland,5 RAILWAY STREET,NAVAN,,CO. MEATH
The Railway Bar,51.7901252,-8.6591811,Ireland,PATRICK STREET,CASTLEREA,,CO. ROSCOMMON
The Railway Bar,51.7901252,-8.6591811,Ireland,LORD EDWARD STREET,SLIGO,,CO. SLIGO
The Railway Bar,51.7901252,-8.6591811,Ireland,MILL STREET,CAPPOQUIN,,CO. WATERFORD
Henchy's,51.9046653,-8.457984,Ireland,40-41 WELLINGTON ROAD,CORK,,CO. CORK
The Ashley Hotel,51.9019355,-8.4709441,Ireland,10 COBURG STREET,CORK,,CO. CORK
Mccarthy's Bar,53.3190811,-6.2646796,Ireland,MAIN STREET,DRIMOLEAGUE,,CO. CORK
The Cow Bar,51.9138357,-8.4323078,Ireland,11/12/13 OLD YOUGHAL ROAD,MAYFIELD,CORK,CO. CORK
J. R. O'connor's Bar,52.3549076,-8.6831774,Ireland,MAIN STREET,CHARLEVILLE,,CO. CORK
Jack Fordes,51.9033974,-8.4763847,Ireland,12 EASON'S HILL,CORK,,CO. CORK
The Maple Leaf,51.9159997,-8.1741961,Ireland,5 MAIN STREET,MIDLETON,,CO. CORK
O'briens Bar,51.6219496,-8.8891305,Ireland,NUMBER 4 KERRY LANE,CHURCHTOWN,MALLOW,CO. CORK
O'briens Bar,51.6219496,-8.8891305,Ireland,5 AND 6 BRIDGE STREET,TIPPERARY,,CO. TIPPERARY
O'briens Bar,51.6219496,-8.8891305,Ireland,DUNCORMICK,,,CO. WEXFORD
Guilders Bar,51.9094776,-8.26119,Ireland,MAIN STREET,CARRIGTWOHILL,,CO. CORK
The Carrig Inn,51.9039835,-8.8651873,Ireland,CARRIGADROHID,MACROOM,,CO. CORK
The Oak Bar,51.6415898,-10.0440578,Ireland,CLUIN,ALLIHIES,,CO. CORK
O'keeffes Bar,52.1361219,-8.642661,Ireland,127 MAIN STREET,MALLOW,,CO. CORK
James O Neill,51.6203379,-8.9055104,Ireland,BEALAD,CLONAKILTY,,CO. CORK
The Harbour Bar,51.5808051,-9.1448884,Ireland,GLANWORTH,MALLOW,,CO. CORK
The Harbour Bar,51.5808051,-9.1448884,Ireland,ROBERTS COVE,MINANE BRIDGE,CARRIGALINE,CO. CORK
The Harbour Bar,51.5808051,-9.1448884,Ireland,KEAMORE,LEAP,,CO. CORK
The Harbour Bar,51.5808051,-9.1448884,Ireland,MAIN STREET,RUSH,,CO. DUBLIN
The Harbour Bar,51.5808051,-9.1448884,Ireland,BULLAUN,LOUGHREA,,CO. GALWAY
The Harbour Bar,51.5808051,-9.1448884,Ireland,1-4 STRAND ROAD,(FORMERLY 1 DOCK TERRACE),BRAY,CO. WICKLOW
The Harbour Bar,51.5808051,-9.1448884,Ireland,34/35 LOWER MAIN STREET,ARKLOW,,CO. WICKLOW
The Residence,51.9012171,-8.4926176,Ireland,262 BLARNEY STREET,CORK,,CO. CORK
"The Dock Bar, Castlepark",51.6964849,-8.5149451,Ireland,KINSALE,,,CO. CORK
The Linen Weaver,51.8993042,-8.4743744,Ireland,15/16 CAREYS LANE AND,6/7 PAUL STREET,CORK,CO. CORK
Lucey's Bar,51.6797824,-9.4512818,Ireland,KNOCKNAGREE,FARRANKEAL,,CO. CORK
Carroll's Of St. Lukes,51.9048839,-8.4575495,Ireland,83 BALLYHOOLEY ROAD,CORK,,CO. CORK
Crossmahon Bar,51.7250816,-8.7730511,Ireland,CROSSMAHON,BANDON,,CO. CORK
Kilmichael Bar,51.7449159,-8.730597,Ireland,36 OLIVER PLUNKETT STREET,BANDON,,CO. CORK
The Stand Bar,52.1773813,-8.9064943,Ireland,MARKET SQUARE,KANTURK,,CO. CORK
O'regans Bar,51.5264666,-9.5452695,Ireland,REAGREALLAGH,REA,BERRINGS,CO. CORK
Murphys Bar,52.2890359,-9.1442808,Ireland,ROCKCHAPEL,MALLOW,,CO. CORK
Murphys Bar,52.2890359,-9.1442808,Ireland,COLLEGE STREET,KILLARNEY,,CO. KERRY
The Olympic Tavern,51.735686,-8.9504014,Ireland,MAIN STREET,BALLINEEN,,CO. CORK
Dan Hourigans,52.2146001,-9.0001239,Ireland,NEW STREET,NEWMARKET,,CO. CORK
Mary O'connells Bar,51.8879118,-8.5894055,Ireland,"8, MAIN STREET",BALLINCOLLIG,,CO. CORK
Barretts Of Innishannon,51.7650076,-8.6584159,Ireland,MAIN STREET,INNISHANNON,,CO. CORK
Coughlan's Bar,51.8925519,-8.4683039,Ireland,7 DOUGLAS STREET,CORK,,CO. CORK
The Ramble Inn,52.269142,-8.270698,Ireland,BALDWIN STREET,MITCHELSTOWN,,CO. CORK
The Ramble Inn,52.269142,-8.270698,Ireland,HALF-WAY,BALLINHASSIG,,CO. CORK
The Ramble Inn,52.269142,-8.270698,Ireland,BALLYCANEW,GOREY,,CO. WEXFORD
The Ramble Inn,52.269142,-8.270698,Ireland,145/147 KILLESTER AVENUE,,,DUBLIN CITY
Chaplin's Bar,51.7490351,-8.7398996,Ireland,KILBROGAN HILL,BANDON,,CO. CORK
The Greyhound Bar,51.720442,-9.1132018,Ireland,MAIN STREET,MACROOM,,CO. CORK
The Greyhound Bar,51.720442,-9.1132018,Ireland,EAST GREEN,DUNMANWAY,,CO. CORK
The Greyhound Bar,51.720442,-9.1132018,Ireland,MAIN STREET,DULEEK,,CO. MEATH
T. P. Cotter,51.9048697,-8.9582645,Ireland,MAIN STREET,MACROOM,,CO. CORK
Cotter's Bar,52.1761445,-8.2473911,Ireland,LOWER MAIN STREET,KILWORTH,,CO. CORK
Johnny Crowleys,51.7649835,-8.6584189,Ireland,MAIN STREET,INNISHANNON,,CO. CORK
Tj Newmans,51.5267267,-9.5456408,Ireland,MAIN STREET,SCHULL,,CO. CORK
Euro Bar,51.721582,-9.1135618,Ireland,MAIN STREET,DUNMANWAY,,CO. CORK
The Washington Inn,51.8976171,-8.4795587,Ireland,30/31 WASHINGTON STREET,CORK,,CO. CORK
Hodnett,51.6222718,-8.8912247,Ireland,THE SQUARE,ROSSCARBERY,,CO. CORK
James J. Crowley,51.6800803,-9.4525763,Ireland,THE SQUARE,BANTRY,,CO. CORK
Reenascreena Ale House/o'driscolls Bar,51.6259298,-9.0556312,Ireland,REENASCREENA,ROSSCARBERY,,CO. CORK
The Tower Bar,51.9050934,-8.4769434,Ireland,44 GERALD GRIFFIN STREET,CORK,,CO. CORK
The Tower Bar,51.9050934,-8.4769434,Ireland,FERMANAGH STREET,CLONES,,CO. MONAGHAN
Anchor Inn,51.8029494,-8.297364,Ireland,CROSSHAVEN,,,CO. CORK
The Lake Hotel,51.8421911,-9.1267177,Ireland,INCHIGEELA,,,CO. CORK
The Lake Hotel,51.8421911,-9.1267177,Ireland,CASTLELOUGH,MUCKROSS,KILLARNEY,CO. KERRY
The Speckled Door,51.6397274,-8.5505191,Ireland,BALLYMACKEAN,OLD HEAD,KINSALE,CO. CORK
Stokes,52.3144969,-8.9394165,Ireland,TULLYLEASE,CHARLEVILLE,,CO. CORK
Southside Bar,51.8925516,-8.4820061,Ireland,152 BANDON ROAD,CORK,,CO. CORK
Moloney's Bar,51.5582071,-9.1411182,Ireland,MAIN STREET,FEAKLE,,CO. CLARE
Moloney's Bar,51.5582071,-9.1411182,Ireland,UNION HALL,SKIBBEREEN,,CO. CORK
Moloneys,52.2339036,-8.6698999,Ireland,KILLARNEY ROAD,ABBEYFEALE,,CO. LIMERICK
Moloneys,52.2339036,-8.6698999,Ireland,MAIN STREET,BROADFORD,CHARLEVILLE,CO. LIMERICK
Moloneys,52.2339036,-8.6698999,Ireland,KILLARNEY ROAD,ABBEYFEALE,,CO. LIMERICK
Miko's Bar,52.2666465,-8.270685,Ireland,NEW SQUARE,MITCHELSTOWN,,CO. CORK
An Spailpin Fanac,51.8966109,-8.4766067,Ireland,27-29 SOUTH MAIN STREET,CORK,,CO. CORK
The Idle Hour,51.8982869,-8.4611731,Ireland,9 ALBERT QUAY,CORK,,CO. CORK
The Local,52.1366026,-8.6432395,Ireland,18 MILITARY ROAD,CORK,,CO. CORK
The Local,52.1366026,-8.6432395,Ireland,GLANTANE,MALLOW,,CO. CORK
The Local,52.1366026,-8.6432395,Ireland,MAIN STREET,DOON,,CO. LIMERICK
The Local,52.1366026,-8.6432395,Ireland,10 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
D.o' Donovan,51.846723,-9.130341,Ireland,CARRIGLEIGH,INCHIGEELA,,CO. CORK
The Junction Bar,52.1389762,-8.6539164,Ireland,GLANTANE,MALLOW,,CO. CORK
The Loughavoul Inn,51.7500133,-9.5517733,Ireland,MAIN STREET,GLENGARRIFF,,CO. CORK
P Power,44.8951877,-63.8321123,Ireland,CUIL O GORRA,MOUNT UNIACKE,KILLEAGH,CO. CORK
Tullagreine House,51.905474,-8.2821363,Ireland,TULLAGREINE,CARRIGTWOHILL,,CO. CORK
The Blackbird Bar,51.8305473,-8.0137059,Ireland,BALLYCOTTON,,,CO. CORK
Twomey's Ivy Bar,51.6506956,-9.9120569,Ireland,BANK PLACE/MAIN STREET,CASTLETOWNBERE,,CO. CORK
The Gaelic Bar,51.6520249,-9.1464156,Ireland,KILNAGLEARY,CARRIGALINE,,CO. CORK
The Gaelic Bar,51.6520249,-9.1464156,Ireland,27 PATRICK STREET,MOUNTMELLICK,,CO. LAOIS
The Gaelic Bar,51.6520249,-9.1464156,Ireland,MOLESWORTH STREET,DAINGEAN,,CO. OFFALY
Creedons Hotel,51.8421911,-9.1267177,Ireland,INCHIGEELAGH,,,CO. CORK
Mccarthy's Bar,51.6765167,-9.0279605,Ireland,MAIN STREET,DRIMOLEAGUE,,CO. CORK
The Laurel Bar,51.8952592,-8.4725253,Ireland,39 MARY STREET,CORK,,CO. CORK
Levis's Bar,51.5626547,-9.460326,Ireland,MAIN STREET,BALLYDEHOB,,CO. CORK
The Bush Bar,52.3548814,-8.6822158,Ireland,MAIN STREET,BLACKLION,,CO. CAVAN
The Bush Bar,52.3548814,-8.6822158,Ireland,BROAD STREET,CHARLEVILLE,,CO. CORK
The Bush Bar,52.3548814,-8.6822158,Ireland,WEST END,MILLSTREET,,CO. CORK
Minihans Bar,51.5307257,-9.3772242,Ireland,LISHEEN CHURCH CROSS,SKIBBEREEN,,CO. CORK
The Shamrock Bar,52.1796761,-9.1679296,Ireland,SHANBALLY,RINGASKIDDY,,CO. CORK
The Shamrock Bar,52.1796761,-9.1679296,Ireland,THE SQUARE,CLAREMORRIS,,CO. MAYO
The Shamrock Bar,52.1796761,-9.1679296,Ireland,CREMARTIN,CASTLEBLAYNEY,,CO. MONAGHAN
Kades Kounty,52.0456579,-8.4254293,Ireland,GLENVILLE,,,CO. CORK
The Winning Post,51.6203379,-8.9055104,Ireland,ROSSMORE,CLONAKILTY,,CO. CORK
Healys Bar,51.8886263,-8.5843191,Ireland,POULAVONE,BALLINCOLLIG,,CO. CORK
Central Star,51.9540876,-7.8482649,Ireland,112 NORTH MAIN STREET,YOUGHAL,,CO. CORK
