ID,name,lat,long,address_1,address_2,address_3,county
4526,The Village Inn,52.646308,-7.251062,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
4527,The Village Inn,52.646308,-7.251062,Kilchrest,Loughrea,,Co. Galway
4528,The Village Inn,52.646308,-7.251062,Kilkerrin,Ballinasloe,,Co. Galway
4529,The Village Inn,52.646308,-7.251062,Church Street,Kilgarvan,,Co. Kerry
4530,The Village Inn,52.646308,-7.251062,Kilcummin,Killarney,,Co. Kerry
4531,The Village Inn,52.646308,-7.251062,Main Street,Celbridge,,Co. Kildare
4532,The Village Inn,52.646308,-7.251062,Patrick Street,Kilkenny,,Co. Kilkenny
4533,The Village Inn,52.646308,-7.251062,Kinlough,,,Co. Leitrim
4534,The Village Inn,52.646308,-7.251062,Gortnaclohy,Ashford,Ballagh,Co. Limerick
4535,The Village Inn,52.646308,-7.251062,Farrihy,Broadford,Rathluirc,Co. Limerick
4536,The Village Inn,52.646308,-7.251062,Aghamore,Ballyhaunis,,Co. Mayo
4537,The Village Inn,52.646308,-7.251062,Toocananagh,Claremorris,,Co. Mayo
4538,The Village Inn,52.646308,-7.251062,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
4539,The Village Inn,52.646308,-7.251062,Main Street,Clonee,,Co. Meath
4540,The Village Inn,52.646308,-7.251062,Main Street,Rathmoylon,,Co. Meath
4541,The Village Inn,52.646308,-7.251062,Castlejordan,,,Co. Meath
4542,The Village Inn,52.646308,-7.251062,Loughglynn,Castlerea,,Co. Roscommon
4543,The Village Inn,52.646308,-7.251062,Cartron Village,Sligo,,Co. Sligo
4544,The Village Inn,52.646308,-7.251062,Eglish,Roscrea,,Co. Tipperary
4545,The Village Inn,52.646308,-7.251062,Moyglass,Fethard,,Co. Tipperary
4546,The Village Inn,52.646308,-7.251062,Main Street,Newtownmountkennedy,,Co. Wicklow
4547,The Village Inn,52.646308,-7.251062,2/4/6 Lisle Road,Crumlin,,Dublin City
4548,Troysgate House,52.6580883,-7.2566879,Vicar Street,,,Co. Kilkenny
4549,Anthony's,52.349903,-7.324619,Owning,Piltown,,Co. Kilkenny
4550,Mcgraths,52.6204221,-7.3661798,Ballycallan,,,Co. Kilkenny
4551,Mcgraths,52.6204221,-7.3661798,Main Street,Kilfinane,,Co. Limerick
4552,Mcgraths,52.6204221,-7.3661798,30/32 Fassaugh Avenue,,,Dublin City
4553,The Salmon Pool,52.5231668,-7.1378796,Mill Street,Thomastown,,Co. Kilkenny
4554,The Rock Bar,38.414811,-86.9981059,Threecastles,,,Co. Kilkenny
4555,O'shea's,52.805467,-7.2095454,High Street,Castlecomer,,Co. Kilkenny
4556,Gahans,52.5412542,-6.9620197,Tinnahinch,Graiguenamanagh,,Co. Kilkenny
4557,Seanie's Bar,38.4135385,-86.9985267,Post Office,Tullaroan,,Co. Kilkenny
4558,The Sportsmans Inn,52.7881606,-7.3385431,The Diamond,Carndonagh,Lifford,Co. Donegal
4559,The Sportsmans Inn,52.7881606,-7.3385431,Bridge Street,Ballyragget,,Co. Kilkenny
4560,The Sportsmans Inn,52.7881606,-7.3385431,Main Street,Edgeworthstown,,Co. Longford
4561,The Sportsmans Inn,52.7881606,-7.3385431,Elphin Street,Strokestown,,Co. Roscommon
4562,The Sportsmans Inn,52.7881606,-7.3385431,Ramsgrange,,,Co. Wexford
4563,Seanti Bar,52.1488688,-6.9951466,Smartscastle,Via Waterford,,Co. Kilkenny
4564,Fitzpatrick's Bar,52.7888234,-7.3335777,Ardrahill,Kilcrohane,Durrus,Co. Cork
4565,The Front Room,52.6523904,-7.2492333,81/82 John Street,Kilkenny,,Co. Kilkenny
4566,Paris Texas,52.6512214,-7.2526422,92 High Street,Kilkenny,,Co. Kilkenny
4567,The Wine Centre,52.6527975,-7.2488546,15 John Street,,,Co. Kilkenny
4568,Vaults,52.8047707,-7.2102707,Kilkenny Street,Castlecomer,,Co. Kilkenny
4569,O'riada's,52.6548236,-7.2550793,25 Parliament Street,,,Co. Kilkenny
4570,Paddy Ryan's Pub,52.408735,-7.0746269,Listerlin,Tullogher,,Co. Kilkenny
4571,The Glen Bar,52.352761,-7.0256264,Diamond,"Carndonagh, Lifford",,Co. Donegal
4572,The Glen Bar,52.352761,-7.0256264,Graiguenakill,Glenmore,,Co. Kilkenny
4573,Paddy's Country Pub,52.6496756,-7.0895584,Flagmount,Gowran,,Co. Kilkenny
4574,Abbey Bar,52.5411119,-6.9548362,Upper Main Street,Graiguenamanagh,,Co. Kilkenny
4575,Cairnsbridge Tavern,-16.9037997,145.7466846,Cairnsbridge,Coolcullen,Via Carlow,Co. Kilkenny
4576,An Poc Fada,52.6510328,-7.251735,20 Rose Inn Street,Kilkenny,,Co. Kilkenny
4577,An Poc Fada,52.6510328,-7.251735,Mill Street,Monaghan,,Co. Monaghan
4578,Hayes',52.7202086,-7.5825365,Main Street,Urlingford,Kilkenny,Co. Kilkenny
4579,O'driscolls,52.5386312,-6.9528745,Tinnahinch,Graiguenamanagh,,Co. Kilkenny
4580,Syd Harkins Public House,52.6512856,-7.25163,Rose Inn Street,,,Co. Kilkenny
4581,The Anglers Rest,52.4882492,-7.0663361,Main Street,Ballyconnell,,Co. Cavan
4582,The Anglers Rest,52.4882492,-7.0663361,Lackendarra,Kildinan,,Co. Cork
4583,The Anglers Rest,52.4882492,-7.0663361,Tullycross,Renvyle,,Co. Galway
4584,The Anglers Rest,52.4882492,-7.0663361,Oughterard,,,Co. Galway
4585,The Anglers Rest,52.4882492,-7.0663361,Lower Main Street,Cappoquin,,Co. Waterford
4586,The Anglers Rest,52.4882492,-7.0663361,Knockmaroon Hill,Chapelizod,,Dublin City
4587,Delaney's Bar And Grocery,52.6461775,-7.2505489,30 Upper Patrick Street,,,Co. Kilkenny
4588,The Motte And Bailey,53.7271803,-6.8769722,Gornamon,Kells,Thomastown,Co. Kilkenny
4589,The Cosy Inn,52.5415644,-6.9557465,Mill Street,Callan,,Co. Kilkenny
4590,The Cosy Inn,52.5415644,-6.9557465,Main Street,Graiguenamanagh,,Co. Kilkenny
4591,Butler's Inn,52.719603,-7.5840431,Main Street,Urlingford,,Co. Kilkenny
4592,The Valley Inn,53.7987776,-6.3936329,Woodsgift,,,Co. Kilkenny
4593,The Valley Inn,53.7987776,-6.3936329,Main Street,Murroe,,Co. Limerick
4594,The Valley Inn,53.7987776,-6.3936329,Priestown,Mullary,Dunleer,Co. Louth
4595,Mary Willies,52.6950268,-7.6310925,Graiguepaudeen,Urlingford,,Co. Kilkenny
4596,The Playwright,53.1423672,-7.6920536,60 High Street,,,Co. Kilkenny
4597,The Rhu Glen Country Club,52.297809,-7.0539841,Luffany,Slieverue,,Co. Kilkenny
4598,Phelans,52.6551305,-7.2552239,30 Parliament Street,,,Co. Kilkenny
4599,The Auld House,52.4712296,-7.4522779,Killamery,Nine-mile-house,Carrick On Suir,Co. Kilkenny
4600,The Sceilp Inn,52.6445727,-7.2605982,Callan Road,,,Co. Kilkenny
4601,Barrow Breeze,52.6300281,-6.9926557,Corner House,Goresbridge,,Co. Kilkenny
4602,Ryan's Shop,52.5414135,-6.9555413,Main Street,Graiguenamanagh,,Co. Kilkenny
4603,Parade Bar Henderson's,52.6509348,-7.2517765,17/18 The Parade,,,Co. Kilkenny
4604,Mary Mac's Pub,33.7728318,-84.3800002,Main Street,Urlingford,,Co. Kilkenny
4605,James Nolan Pub,53.1563177,-6.9082064,Dublin Road,Kildare,,Co. Kildare
4606,Larrys,53.290953,-6.753689,Prosperous,,,Co. Kildare
4607,The White Horse Inn,53.1302865,-6.7452791,Main Street,Kilcullen,,Co. Kildare
4608,The Bridge Bar,53.2207204,-6.9931629,Bridge End,Ramelton,,Co. Donegal
4609,The Bridge Bar,53.2207204,-6.9931629,Main Street,Bundoran,,Co. Donegal
4610,The Bridge Bar,53.2207204,-6.9931629,Bridge Street,Dunmore,,Co. Galway
4611,The Bridge Bar,53.2207204,-6.9931629,Shop Street,Tuam,,Co. Galway
4612,The Bridge Bar,53.2207204,-6.9931629,Portmagee,Killarney,,Co. Kerry
4613,The Bridge Bar,53.2207204,-6.9931629,Rathbeg,Rathmore,,Co. Kerry
4614,The Bridge Bar,53.2207204,-6.9931629,Bridge Street,Rathangan,,Co. Kildare
4615,The Bridge Bar,53.2207204,-6.9931629,Bellview Road,Mullingar,,Co. Westmeath
4616,The Bridge Bar,53.2207204,-6.9931629,Gorey Bridge,Gorey,,Co. Wexford
4617,Ann's Place,52.9923115,-6.9840538,34 Leinster Street,Athy,,Co. Kildare
4618,Donatellos Ristorante & Oak Alley Cocktail Bar,43.6573166,-79.3834791,8 Main Street,Maynooth,,Co. Kildare
4619,Coffeys Pub,53.1820001,-6.7953272,Caragh,Naas,,Co. Kildare
4620,The Hunting Grounds,52.9996862,-6.9547335,Dublin Road,Athy,,Co. Kildare
4621,The Ballymore Inn,53.1338969,-6.6153447,Ballymore Eustace,Ballymore Eustace,,Co. Kildare
4622,The Belfry Bar And Restaurant,53.2171154,-6.6644184,Newhall,Naas,,Co. Kildare
4623,William Mccormack,53.2164198,-6.6645577,37 South Main Street,Naas,,Co. Kildare
4624,O'rourkes,53.181869,-6.7953768,Main Street,Droichead Nua,,Co. Kildare
4625,Fallons,53.131541,-6.741947,Main Street,Kilcullen,,Co. Kildare
4626,Flanagans Mill,53.2494909,-6.6648311,Main Street,Sallins,,Co. Kildare
4627,Railway Inn,53.2483901,-6.6652955,Sallins,,,Co. Kildare
4628,Jones',53.2917663,-6.6866897,Main Street,Clane,,Co. Kildare
4629,Roche's Public House,53.3528192,-6.7799551,Derrycrib,Donadea,,Co. Kildare
4630,The Duke,52.991609,-6.9872943,44 Duke Street,Athy,,Co. Kildare
4631,The Duke,52.991609,-6.9872943,The Duke Public House,"9 Duke Street And Basement And Ground Floor Of, 8 Duke Street And Rear",54 Dawson Street,Dublin City
4632,The Village Inn,53.3382831,-6.5399256,Dowra,,,Co. Cavan
4633,The Village Inn,53.3382831,-6.5399256,15 Newtown,Cobh,,Co. Cork
4634,The Village Inn,53.3382831,-6.5399256,Ardgroom,Castletownbere,,Co. Cork
4635,The Village Inn,53.3382831,-6.5399256,Main Street,Kilworth,,Co. Cork
4636,The Village Inn,53.3382831,-6.5399256,Main Street,Enniskeane,,Co. Cork
4637,The Village Inn,53.3382831,-6.5399256,Grenagh Village,Grenagh North,,Co. Cork
4638,The Village Inn,53.3382831,-6.5399256,Ballyboughal,,,Co. Dublin
4639,The Village Inn,53.3382831,-6.5399256,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
4640,The Village Inn,53.3382831,-6.5399256,Kilchrest,Loughrea,,Co. Galway
4641,The Village Inn,53.3382831,-6.5399256,Kilkerrin,Ballinasloe,,Co. Galway
4642,The Village Inn,53.3382831,-6.5399256,Church Street,Kilgarvan,,Co. Kerry
4643,The Village Inn,53.3382831,-6.5399256,Kilcummin,Killarney,,Co. Kerry
4644,The Village Inn,53.3382831,-6.5399256,Main Street,Celbridge,,Co. Kildare
4645,The Village Inn,53.3382831,-6.5399256,Patrick Street,Kilkenny,,Co. Kilkenny
4646,The Village Inn,53.3382831,-6.5399256,Kinlough,,,Co. Leitrim
4647,The Village Inn,53.3382831,-6.5399256,Gortnaclohy,Ashford,Ballagh,Co. Limerick
4648,The Village Inn,53.3382831,-6.5399256,Farrihy,Broadford,Rathluirc,Co. Limerick
4649,The Village Inn,53.3382831,-6.5399256,Aghamore,Ballyhaunis,,Co. Mayo
4650,The Village Inn,53.3382831,-6.5399256,Toocananagh,Claremorris,,Co. Mayo
4651,The Village Inn,53.3382831,-6.5399256,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
4652,The Village Inn,53.3382831,-6.5399256,Main Street,Clonee,,Co. Meath
4653,The Village Inn,53.3382831,-6.5399256,Main Street,Rathmoylon,,Co. Meath
4654,The Village Inn,53.3382831,-6.5399256,Castlejordan,,,Co. Meath
4655,The Village Inn,53.3382831,-6.5399256,Loughglynn,Castlerea,,Co. Roscommon
4656,The Village Inn,53.3382831,-6.5399256,Cartron Village,Sligo,,Co. Sligo
4657,The Village Inn,53.3382831,-6.5399256,Eglish,Roscrea,,Co. Tipperary
4658,The Village Inn,53.3382831,-6.5399256,Moyglass,Fethard,,Co. Tipperary
4659,The Village Inn,53.3382831,-6.5399256,Main Street,Newtownmountkennedy,,Co. Wicklow
4660,The Village Inn,53.3382831,-6.5399256,2/4/6 Lisle Road,Crumlin,,Dublin City
4661,The Clubhouse Pga National Ireland,53.2488542,-6.6269703,Palmerstown Demense,Johnstown,Naas,Co. Kildare
4662,Bardons,53.1313208,-6.7445575,Main Street,Kilcullen,,Co. Kildare
4663,The Crosskeys Inn,53.1048639,-7.0159587,Crosskeys,,,Co. Cavan
4664,Double Decker Bar,53.3448721,-6.2648165,Loughbrowne,,,Co. Kildare
4665,The Crookstown Inn Licensed Premises,53.0199285,-6.7988269,Ballytore,Athy,,Co. Kildare
4666,The Travellers Rest,53.2697002,-6.8522985,Cashelard,Ballyshannon,,Co. Donegal
4667,The Travellers Rest,53.2697002,-6.8522985,Littletown,Robertstown,,Co. Kildare
4668,The Travellers Rest,53.2697002,-6.8522985,Carrowreagh,"Keash, Ballymote",,Co. Sligo
4669,The Forge Inn,53.2169415,-6.6639603,46 South Main Street,Naas,,Co. Kildare
4670,The Forge Inn,53.2169415,-6.6639603,Carrick Road,Portlaw,,Co. Waterford
4671,O'connors,53.2180333,-6.6640663,Moyglass,Loughrea,,Co. Galway
4672,O'connors,53.2180333,-6.6640663,Off South Main Street,Naas,,Co. Kildare
4673,O'connors,53.2180333,-6.6640663,Main Street,Celbridge,,Co. Kildare
4674,O'connors,53.2180333,-6.6640663,William Street,Tullamore,,Co. Offaly
4675,O'connors,53.3390145,-6.5399698,Moyglass,Loughrea,,Co. Galway
4676,O'connors,53.3390145,-6.5399698,Off South Main Street,Naas,,Co. Kildare
4677,O'connors,53.3390145,-6.5399698,Main Street,Celbridge,,Co. Kildare
4678,O'connors,53.3390145,-6.5399698,William Street,Tullamore,,Co. Offaly
4679,Moores,53.1420265,-6.8285954,Suncroft,Curragh,,Co. Kildare
4680,Leech's Bar,52.90473,-7.127705,"Crossard, Wolfhill",Athy,,Co. Kildare
4681,Mcgoverns,53.42992,-6.92087,Moyvalley,,,Co. Kildare
4682,Mcgoverns,53.42992,-6.92087,72 Main Street,Gorey,,Co. Wexford
4683,J. J. Martin,53.1031187,-6.9348253,Blackditch,Nurney,,Co. Kildare
4684,Mcdonnells,53.179118,-6.799871,Barrack Street,Belmullet,,Co. Mayo
4685,The Brown Bear,53.1693055,-6.702894,Two-mile House,Stephenstown North,Naas,Co. Kildare
4686,Farringtons,53.3340544,-6.6782407,Mooretown,Rathcoffey,,Co. Kildare
4687,The Abbey Lodge,53.338005,-6.538424,Abbey Lodge,Dublin Road,Celbridge,Co. Kildare
4688,Bolands,53.1438931,-7.0660838,Lower Kilmacud Road,Stillorgan,,Dublin City
4689,Furey's Bar,53.429611,-6.916129,Bridge Street,Sligo,,Co. Sligo
4690,Clancy's,52.9925769,-6.9810642,12 Leinster Street,Athy,,Co. Kildare
4691,Clancy's,52.9925769,-6.9810642,Cleen,Knockvicar,Boyle,Co. Roscommon
4692,Connollys,53.3512637,-6.7588811,Stonefield,Carratigue,Ballina,Co. Mayo
4693,Connollys,53.3512637,-6.7588811,Dunsrim,Scotshouse,,Co. Monaghan
4694,Kellys Bar,53.3304817,-6.8417801,Main Street,Killeshandra,,Co. Cavan
4695,Coffey's,53.1820001,-6.7953272,Main Street,Newbridge,,Co. Kildare
4696,Coffey's,53.1820001,-6.7953272,Main Street,Moate,,Co. Westmeath
4697,The Middle Shop,53.36387,-6.4901103,42 Main Street,Leixlip,,Co. Kildare
4698,Haydens,53.2193994,-6.6610572,9 Poplar Square,Naas,,Co. Kildare
4699,O'neills,53.3814153,-6.5916862,17 Georges Street Upper,Dun Laoghaire,,Co. Dublin
4700,O'neills,53.3814153,-6.5916862,Main Street,Kelly's Lane,Maynooth,Co. Kildare
4701,O'neills,53.3814153,-6.5916862,The Top Place,Ballywilliam,,Co. Wexford
4702,O'neills,53.3814153,-6.5916862,(ground Floor And Basement Of All),1/2 Suffolk Street And,2a And 3/4 Church Lane,Dublin City
4703,Glennons,53.2840192,-6.8619909,Allenwood Cross,Naas,,Co. Kildare
4704,The Old House,53.2487063,-6.5905306,Kill,,,Co. Kildare
4705,The Old House,53.2487063,-6.5905306,81 And 82 Main Street,Arklow,,Co. Wicklow
4706,Caulfield's,53.3813054,-6.5894102,Main Street,Maynooth,,Co. Kildare
4707,John Boyle Bar/ Next Door Express,53.156785,-6.910684,Market Square,Kildare,,Co. Kildare
4708,Brennans,53.1385811,-7.0610074,Dublin Street,Monasterevan,,Co. Kildare
4709,Dowlings,53.130508,-6.745649,Ballyshannon,Kilcullen,,Co. Kildare
4710,Dowlings,53.130508,-6.745649,Prosperous,,,Co. Kildare
4711,Vaughans The Bush,53.123109,-6.831057,Cut Bush,Curragh,,Co. Kildare
4712,O'briens,52.992039,-6.983051,Ground Floor,13 Castle Street,Dalkey,Co. Dublin
4713,O'briens,52.992039,-6.983051,Unit 3 Newpark Centre,Newtownpark Avenue,Blackrock,Co. Dublin
4714,O'briens,52.992039,-6.983051,Unit 7 Ballybrack Shopping Centre,Churchview Road,Ballybrack,Co. Dublin
4715,O'briens,52.992039,-6.983051,1 Main Street,Malahide,,Co. Dublin
4716,O'briens,52.992039,-6.983051,"Unit 1, 178 Templeogue Road",Templeogue,,Co. Dublin
4717,O'briens,52.992039,-6.983051,Market Square,Athy,,Co. Kildare
4718,O'briens,52.992039,-6.983051,Timolin,Moone,,Co. Kildare
4719,O'briens,52.992039,-6.983051,45 Roches Street,Limerick,,Co. Limerick
4720,O'briens,52.992039,-6.983051,14 Killegland,Ashbourne,,Co. Meath
4721,O'briens,52.992039,-6.983051,12/13 South Street,New Ross,,Co. Wexford
4722,O'briens,52.992039,-6.983051,Unit 5 Citywest Shopping Centre,Citywest Road,Citywest,Dublin City
4723,O'briens,52.992039,-6.983051,Unit D5,Lower Beacon South Quarter,Sandyford,Dublin City
4724,O'briens,52.992039,-6.983051,97 Sandymount Road,Sandymount,,Dublin City
4725,O'briens,52.992039,-6.983051,105 Rathgar Road,,,Dublin City
4726,O'briens,52.992039,-6.983051,30/32 Main Street,Donnybrook,,Dublin City
4727,O'briens,52.992039,-6.983051,Unit 33 Spruce Avenue,Stillorgan Industrial Park,,Dublin City
4728,O'briens,52.992039,-6.983051,149 Upper Rathmines Road,,,Dublin City
4729,O'briens,52.992039,-6.983051,Unit 6 The Maple Centre,Navan Road,,Dublin City
4730,O'briens,52.992039,-6.983051,8/9 Sussex Terrace,Upper Leeson Street,,Dublin City
4731,Headon's,53.2205654,-6.659308,The Square,"Ballymore Eustace, Naas",,Co. Kildare
4732,The Castle Inn,52.9433571,-6.8866934,24 Governey Place,Carlow,,Co. Carlow
4733,The Castle Inn,52.9433571,-6.8866934,99 South Main Street,Cork,,Co. Cork
4734,The Castle Inn,52.9433571,-6.8866934,Eleven Ballyboes,Green Castel,,Co. Donegal
4735,The Castle Inn,52.9433571,-6.8866934,Castlemaine,,,Co. Kerry
4736,The Castle Inn,52.9433571,-6.8866934,Castledermot,,,Co. Kildare
4737,The Castle Inn,52.9433571,-6.8866934,Carbury,,,Co. Kildare
4738,The Castle Inn,52.9433571,-6.8866934,Newtownforbes,,,Co. Longford
4739,The Castle Inn,52.9433571,-6.8866934,Castle Street,Castlebar,,Co. Mayo
4740,The Castle Inn,52.9433571,-6.8866934,1-2 Main Street,Athlone,,Co. Westmeath
4741,The Castle Inn,52.9433571,-6.8866934,Bridge House,Newcastle,,Co. Wicklow
4742,Bradys The Clock House,53.3815867,-6.590388,Main Street,Maynooth,,Co. Kildare
4743,Jj Mahon And Sons,53.157345,-6.9142429,Claregate Street,Kildare,,Co. Kildare
4744,The Spout Bar And Lounge,53.1303759,-6.7455374,Main Street,Kilcullen,,Co. Kildare
4745,The Hideout,53.1302939,-6.7456548,Main Street,Kilcullen,,Co. Kildare
4746,The Hideout,53.1302939,-6.7456548,Solohead,,,Co. Tipperary
4747,The Hideout,53.1302939,-6.7456548,The Hideout,1-2 Campbells Row,North Circular Road,Dublin City
4748,The Nag's Head,52.9925948,-6.9811383,13 Leinster Street,Athy,,Co. Kildare
4749,The Roost,53.381063,-6.5923924,Main Street,Maynooth,,Co. Kildare
4750,Kelly's Pub,53.0101011,-6.8158552,Ballytore,,,Co. Kildare
4751,Kelly's Pub,53.0101011,-6.8158552,Main Street,Ashbourne,,Co. Meath
4752,The Granite House,52.9118755,-6.8375671,Bridge Street,Tullow,,Co. Carlow
4753,The Granite House,52.9118755,-6.8375671,Castledermot,,,Co. Kildare
4754,Doyles,52.9109418,-6.8371037,Dromindoora,Caher,Feakle,Co. Clare
4755,Doyles,52.9109418,-6.8371037,Main Street,Castledermot,,Co. Kildare
4756,Doyles,52.9109418,-6.8371037,Clonamonagh,Craanford,Gorey,Co. Wexford
4757,Doyles,52.9109418,-6.8371037,9 College Street And 1st Floor Of 8 College Street & Extension,Attached At No.28 Fleet Street & Basement Of 29/30 Fleet Street And,Further Extension At Ground Floor 28/30 Fleet Street,Dublin City
4758,Brownstown Inn,53.1694223,-6.813239,Brownstown,The Curragh,,Co. Kildare
4759,The Harp,52.9918336,-6.9857281,Main Street,Caherciveen,,Co. Kerry
4760,The Harp,52.9918336,-6.9857281,Crosskeys,Kildare Town,,Co. Kildare
4761,The Harp,52.9918336,-6.9857281,Ballytore,Athy,,Co. Kildare
4762,Edward Harrigan And Sons/ Harrigans,53.1821404,-6.7952369,Main Street,Newbridge,,Co. Kildare
4763,Brennans Kilteel Inn,53.2349651,-6.5251202,Kilteel Inn,Kilteel,,Co. Kildare
4764,Lawlors Hotel,53.21962,-6.660419,Poplar Square,Naas,,Co. Kildare
4765,The Oasis,52.9927073,-6.981641,16/17 Leinster Street,Athy,,Co. Kildare
4766,Mcteernans,53.1313508,-6.7421071,Main Street,Kilcullen,,Co. Kildare
4767,Charlie Ryans,53.1805393,-6.7975332,Main Street,Droichead Nua,,Co. Kildare
4768,Kellys Bar And Lounge,53.5115903,-6.3975801,5 Carmody Street,Ennis,,Co. Clare
4769,The Thatch,53.132683,-6.6149712,Ballindrehid,Carrick-on-shannon,,Co. Leitrim
4770,The Thatch,53.132683,-6.6149712,Donore Road,Drogheda,,Co. Louth
4771,The Thatch,53.132683,-6.6149712,Kiltealy,Enniscorthy,,Co. Wexford
4772,The Railway Bar,53.181022,-6.7990814,Diamond,Belturbet,,Co. Cavan
4773,The Railway Bar,53.181022,-6.7990814,Dunkereen,Upton,,Co. Cork
4774,The Railway Bar,53.181022,-6.7990814,Railway Road,Bundoran,,Co. Donegal
4775,The Railway Bar,53.181022,-6.7990814,Main Street,Ballybunion,,Co. Kerry
4776,The Railway Bar,53.181022,-6.7990814,Eyre Street,Newbridge,,Co. Kildare
4777,The Railway Bar,53.181022,-6.7990814,Cooldeterry,"Railway Road, Portarlington",,Co. Laois
4778,The Railway Bar,53.181022,-6.7990814,Main Street,Bruree,,Co. Limerick
4779,The Railway Bar,53.181022,-6.7990814,"Knockbrack, Abbeyfeale, Co Limerick",Abbeyfeale,,Co. Limerick
4780,The Railway Bar,53.181022,-6.7990814,Earl Street,Longford,,Co. Longford
4781,The Railway Bar,53.181022,-6.7990814,Main Street,Dunleer,,Co. Louth
4782,The Railway Bar,53.181022,-6.7990814,5 Railway Street,Navan,,Co. Meath
4783,The Railway Bar,53.181022,-6.7990814,Patrick Street,Castlerea,,Co. Roscommon
4784,The Railway Bar,53.181022,-6.7990814,Lord Edward Street,Sligo,,Co. Sligo
4785,The Railway Bar,53.181022,-6.7990814,Mill Street,Cappoquin,,Co. Waterford
4786,Kilgowan Inn,53.0480225,-6.7840328,Kilgowan,Colbinstown,,Co. Kildare
4787,O'briens,53.097261,-6.9484482,Ground Floor,13 Castle Street,Dalkey,Co. Dublin
4788,O'briens,53.097261,-6.9484482,Unit 3 Newpark Centre,Newtownpark Avenue,Blackrock,Co. Dublin
4789,O'briens,53.097261,-6.9484482,Unit 7 Ballybrack Shopping Centre,Churchview Road,Ballybrack,Co. Dublin
4790,O'briens,53.097261,-6.9484482,1 Main Street,Malahide,,Co. Dublin
4791,O'briens,53.097261,-6.9484482,"Unit 1, 178 Templeogue Road",Templeogue,,Co. Dublin
4792,O'briens,53.097261,-6.9484482,Market Square,Athy,,Co. Kildare
4793,O'briens,53.097261,-6.9484482,Timolin,Moone,,Co. Kildare
4794,O'briens,53.097261,-6.9484482,45 Roches Street,Limerick,,Co. Limerick
4795,O'briens,53.097261,-6.9484482,14 Killegland,Ashbourne,,Co. Meath
4796,O'briens,53.097261,-6.9484482,12/13 South Street,New Ross,,Co. Wexford
4797,O'briens,53.097261,-6.9484482,Unit 5 Citywest Shopping Centre,Citywest Road,Citywest,Dublin City
4798,O'briens,53.097261,-6.9484482,Unit D5,Lower Beacon South Quarter,Sandyford,Dublin City
4799,O'briens,53.097261,-6.9484482,97 Sandymount Road,Sandymount,,Dublin City
4800,O'briens,53.097261,-6.9484482,105 Rathgar Road,,,Dublin City
4801,O'briens,53.097261,-6.9484482,30/32 Main Street,Donnybrook,,Dublin City
4802,O'briens,53.097261,-6.9484482,Unit 33 Spruce Avenue,Stillorgan Industrial Park,,Dublin City
4803,O'briens,53.097261,-6.9484482,149 Upper Rathmines Road,,,Dublin City
4804,O'briens,53.097261,-6.9484482,Unit 6 The Maple Centre,Navan Road,,Dublin City
4805,O'briens,53.097261,-6.9484482,8/9 Sussex Terrace,Upper Leeson Street,,Dublin City
4806,Millicent Golf And Country Club,53.2810369,-6.6886353,Millicent,Clane,,Co. Kildare
4807,The Leap Inn,53.2394719,-6.855413,Leap,Skibbereen,,Co. Cork
4808,The Leap Inn,53.2394719,-6.855413,Allen,Kilmeague,,Co. Kildare
4809,The Harp,53.1589342,-6.9095683,Main Street,Caherciveen,,Co. Kerry
4810,The Harp,53.1589342,-6.9095683,Crosskeys,Kildare Town,,Co. Kildare
4811,The Harp,53.1589342,-6.9095683,Ballytore,Athy,,Co. Kildare
4812,Flanagans,53.1824979,-6.7970094,Eyre Street,Newbridge,,Co. Kildare
4813,Flanagans,53.1824979,-6.7970094,Dunderry,Navan,,Co. Meath
4814,The Geraldine Inn,53.3232492,-6.6318824,Baybush,Straffan,,Co. Kildare
4815,Newtown Inn,53.1423672,-7.6920536,Newtown Road,,Maynooth,Co. Kildare
4816,Mccormack Bros,53.1569029,-6.9113325,Claregate Street,Kildare,,Co. Kildare
4817,Kavanaghs Pub And Premises Attached,53.217324,-6.6642591,Number 10 And Number 11 South Main Street,Naas,,Co. Kildare
4818,Patrick Brereton,52.9929016,-6.980001,68 Leinster Street,Athy,,Co. Kildare
4819,O'briens,52.9755328,-6.815702,Ground Floor,13 Castle Street,Dalkey,Co. Dublin
4820,O'briens,52.9755328,-6.815702,Unit 3 Newpark Centre,Newtownpark Avenue,Blackrock,Co. Dublin
4821,O'briens,52.9755328,-6.815702,Unit 7 Ballybrack Shopping Centre,Churchview Road,Ballybrack,Co. Dublin
4822,O'briens,52.9755328,-6.815702,1 Main Street,Malahide,,Co. Dublin
4823,O'briens,52.9755328,-6.815702,"Unit 1, 178 Templeogue Road",Templeogue,,Co. Dublin
4824,O'briens,52.9755328,-6.815702,Market Square,Athy,,Co. Kildare
4825,O'briens,52.9755328,-6.815702,Timolin,Moone,,Co. Kildare
4826,O'briens,52.9755328,-6.815702,45 Roches Street,Limerick,,Co. Limerick
4827,O'briens,52.9755328,-6.815702,14 Killegland,Ashbourne,,Co. Meath
4828,O'briens,52.9755328,-6.815702,12/13 South Street,New Ross,,Co. Wexford
